category_id,image_path,technique_used,notes,ground_truth,human_guesses,ai_guess,ai_confidence,ai_reasoning,created_at
67,67/67_4.jpg,,,Baseball,Baseball,Football,95,The drawing literally says 'football'!,2025-07-03T17:18:38.789529+00:00
57,57/57_33.jpg,,,gymnast,"Gymnast, Gymnist, Gymnast, Gymnast",handyman,70,Looks like a handyman fixing something under the sink.,2025-07-03T18:26:46.692099+00:00
59,59/59_40.jpg,,,graveyard,"Graveyard, Graveyard, Graveyard, Graveyard",void,20,It looks like a single point in the void.,2025-07-03T18:39:46.350604+00:00
68,68/68_13.jpg,,,Wedding,"Scribbles, Wedding",Cover-up,88,It looks like someone is trying to hide something with all those scribbles!,2025-07-02T19:59:44.830716+00:00
61,61/61_36.jpg,,,screw," Screw, Screw, Screw",glass,80,Looks like a glass. Maybe it's filled with water or juice?,2025-07-03T20:46:50.84337+00:00
59,59/59_41.jpg,,,bakery,"Bike shop, Boike, Bakerey, Bakery",Vending Machine,80,Looks like a vending machine with some items inside.,2025-07-03T21:18:11.086662+00:00
57,57/57_34.jpg,,,DJ,"Conductor, Music, DJ",percussionist,80,"The stick figure is hitting a drum, so it could be a percussionist.",2025-07-04T01:58:50.091817+00:00
59,59/59_42.jpg,,,crosswalk,"Crosswalk, Pedestrian walk, Abby road",convention center,65,It looks like a convention center with a moving walkway.,2025-07-04T04:10:08.926613+00:00
55,55/55_35.jpg,,,pig,"Pig, Pig, Chicken, Pig",sea lion,60,Looks like a sea lion peeking out of the water!,2025-07-04T04:33:39.178496+00:00
68,68/68_14.jpg,,,Thanksgiving,"Thanksgiving, Thanksgiving, Thanksgiving, Thanksgiving",Diaspora,68,"The bird scattering people reminds me of a diaspora, a scattering of a population.",2025-07-04T04:41:27.32045+00:00
55,55/55_36.jpg,,,deer,"Yak, Deer (angry, Deer",tick,72,It looks like a tick with antennae and a grumpy face!,2025-07-04T19:10:34.50564+00:00
61,61/61_37.jpg,,,shield,"Ear, Shield, Ear",cauliflower,60,It looks like a cauliflower head.,2025-07-04T22:55:34.32999+00:00
56,56/56_27.jpg,,,bowling,Bowling,boozing,82,Looks like someone is boozing it up!,2025-07-05T16:56:36.796117+00:00
69,69/69_5.jpg,,,moon,"Turtle, Moon",Algorithm,82,The drawing looks like a confused algorithm trying to make sense of things.,2025-07-05T20:07:38.673977+00:00
64,64/64_7.jpg,,,Steam,"Aroma, Steam",Campbell's,82,The pot of soup reminds me of Campbell's soup.,2025-07-05T20:10:14.091194+00:00
60,60/60_56.jpg,,,lemon,"Lemon, Onion, Patow, Cacao?",shallot,82,The shape and lines remind me of a shallot.,2025-07-05T20:50:26.398426+00:00
60,60/60_57.jpg,,,coconut,coconut,juice,55,It looks like a surprised face after drinking some juice.,2025-07-05T21:14:01.985261+00:00
64,64/64_8.jpg,,,7-Eleven,"7-11, 7eleven, 7eleven, Seven eleven",Zillow,82,"The house shape and the word ""Tele"" made me think of real estate.",2025-07-05T22:13:14.735371+00:00
56,56/56_28.jpg,,,singing,"A poson with a sword, Peepull, Squid game, Singing",sick,82,Looks like someone's not feeling too hot!,2025-07-04T21:08:38.831517+00:00
60,60/60_58.jpg,,,french fries,"Idk, French Fries, French fries, Mc.donald man¿",brownie,80,It looks like a brownie!,2025-07-05T23:10:58.011023+00:00
55,55/55_37.jpg,,,piranha,"Iyjnvgbhb, Piranha, Fish, Fish",guppy,82,Looks like a guppy!,2025-07-05T23:27:09.305588+00:00
61,61/61_38.jpg,,,spoon,"Spoon, Mussher, Basket ball hoop, Mushroom",mushroom,80,It really looks like a mushroom!,2025-07-05T23:33:17.39828+00:00
55,55/55_38.jpg,,,fox,"Fox,  Butterfly, Fox, Msceto",fairy,82,Those wings look like a fairy fluttering around!,2025-07-06T19:51:44.808766+00:00
59,59/59_43.jpg,,,beach,"Hawaii, Hi, Beach, Beach",playground,9,"The scribbles look like a climbing frame, so it could be a playground.",2025-07-06T20:03:01.365855+00:00
59,59/59_44.jpg,,,hot spring,"Hot spring, Desert, Dot, Dot ",hole,88,"It's a dark void, like a mysterious abyss!",2025-07-06T20:25:37.910589+00:00
55,55/55_39.jpg,,,dragonfly,"Fly, Dragonfly, Bee, Fly",gnat,82,Looks like a gnat buzzing around my head!,2025-07-06T21:04:05.541607+00:00
60,60/60_59.jpg,,,coconut,"Cookie, Coconut, Coconut, Face",alien,80,It looks like an alien face!,2025-07-06T21:42:05.462874+00:00
60,60/60_60.jpg,,,cherry,"Ice cream with cherry, Cherry",milkshake,80,It looks like a milkshake in a cup!,2025-07-06T21:53:47.306829+00:00
60,60/60_61.jpg,,,coconut,"Watermelon, Coconut, Watermelon, Watermelon",fruit bowl,45,It looks like a bowl with some fruit in it.,2025-07-06T22:03:27.887534+00:00
71,71/71_26.jpg,,,Tetris,"Playstation, Tetris, Tetris, Lego city",Home Builder,33,Looks like a house under construction. Maybe it's all about building homes?,2025-07-06T22:37:06.437729+00:00
57,57/57_35.jpg,,,nurse,"Nurse, Your mom i guess?, Girl, Girl",painter,82,"The bottle looks like a paint bottle, so she could be a painter!",2025-07-05T23:08:23.147141+00:00
72,72/72_29.jpg,,,Minions,"Minouns, Minions, Wall e, Olaf",Robot,60,It looks like a robot with claws!,2025-07-07T20:43:24.171306+00:00
59,59/59_45.jpg,,,bus stop,"Bus stop, Train station, Bus stop",classroom,88,"Looks like a screen and desks, must be a place for learning!",2025-07-07T21:47:54.472307+00:00
70,70/70_1.jpg,,,Anish Kapoor,"Anish kapoor, Farmer with pitchfork, Artist",Raphael,30,The hat and palette remind me of Renaissance painters.,2025-07-07T21:59:20.756609+00:00
57,57/57_36.jpg,,,dancer,"Egg, Dancer, Denser",astronomer,72,Looks like someone is looking through a telescope at the stars.,2025-07-07T22:17:46.78884+00:00
71,71/71_27.jpg,,,Call Of Duty,"Mario kart, Super mario cart, Minecraft, Call of duty",Rayman,30,The hair reminds me of Rayman.,2025-07-07T23:10:04.058207+00:00
60,60/60_62.jpg,,,peach,"Apples, Peach, Apples",fruit,45,"It looks like a generic fruit shape, doesn't it?",2025-07-07T23:12:55.471952+00:00
71,71/71_28.jpg,,,Call Of Duty,"Hero, Call of duty, Running game, CALL OF Duty",Human Fall Flat,72,It looks like a character from Human Fall Flat.,2025-07-07T23:17:40.906445+00:00
64,64/64_9.jpg,,,Sony,"Sony, Sony, sony",7-Eleven,78,"Hmm... The 'even' in '7-Eleven' is written in the drawing, maybe it's a hint?",2025-07-07T23:50:32.244872+00:00
60,60/60_63.jpg,,,spaghetti,"Hotdog, Spaghetti, Salad, Muffin",pho,82,Looks like a bowl of Vietnamese noodle soup!,2025-07-06T23:29:39.109189+00:00
58,58/58_4.jpg,,,Love,"Wedding, Love, Monkey, Person talking nonsense",Communication,60,Looks like they're communicating something important to each other!,2025-07-08T20:47:41.576551+00:00
59,59/59_46.jpg,,,haunted house,"Haunted house, Scrible, House",scribbles,70,Looks like someone was just doodling and made a bunch of scribbles!,2025-07-08T21:25:37.028562+00:00
61,61/61_39.jpg,,,fireworks,"Sun, Fireworks, Sun, Sun",star,88,It looks like a star!,2025-07-08T22:33:09.915065+00:00
59,59/59_47.jpg,,,treehouse,"Treehouse, Treehouse, Treehouse, Treehouse",building,15,It's definitely a building of some sort!,2025-07-08T22:44:53.920567+00:00
59,59/59_48.jpg,,,school,"Tent, School, Shcool",playground,70,The slide makes me think of a playground.,2025-07-08T23:21:51.33577+00:00
65,65/65_24.jpg,,,Spain,"hyfjcfyjyrtxhfthfg, Spain, Bvfg, Italy",Greece,5,"It could be a sandal-boot hybrid, hinting at Greece!",2025-07-09T17:37:43.341241+00:00
60,60/60_64.jpg,,,turkey,"Turkey, Chicken, Chennegethe, Turkey",rice cake,82,It looks like a rice cake with something on top!,2025-07-09T17:46:09.031245+00:00
60,60/60_65.jpg,,,spaghetti,"Spigetti, Spaghetti, Spaghetti, Burger",brownie,70,Looks like a fudgy brownie with lots of chocolate swirls!,2025-07-09T17:50:28.91966+00:00
57,57/57_37.jpg,,,father,"Old person, Father, Butt hole",disabled person,70,The cane suggests someone with mobility challenges.,2025-07-09T18:28:16.077821+00:00
67,67/67_5.jpg,,,Curling,"Curling, Bowling, Curling, Curling",Pool,88,Looks like someone's lining up a shot in a game of pool!,2025-07-11T02:10:18.93602+00:00
57,57/57_38.jpg,,,plumber,"La poo poo, Plumber, Plumer, Plumer",scribbler,80,Looks like someone was just scribbling!,2025-07-08T20:38:27.256612+00:00
60,60/60_66.jpg,,,popcorn,"GROW A GARDEN CARROT, Popcorn🍿, Popcorn",cauliflower,65,Looks like a cauliflower head to me!,2025-07-09T19:04:15.124286+00:00
60,60/60_67.jpg,,,kimchi,"Ariella, Sushi, Kimchi",fruit,66,It looks like a scribbled fruit!,2025-07-09T19:19:10.678681+00:00
60,60/60_68.jpg,,,popcorn,"Nose, Popcorn, Popcorn, Popcorn",blob,67,"Looks like a blob of something, maybe a sauce or a spread?",2025-07-09T19:26:29.709303+00:00
55,55/55_40.jpg,,,owl,"Wolf, Owl, Owl, Owl",werewolf,82,The drawing looks like a werewolf howling at the moon!,2025-07-09T19:27:58.882348+00:00
57,57/57_39.jpg,,,midwife,"Person using the subway, Midwife, Me. Sadly looking in the mirroe, Midwife",speaker,82,The figure looks like they're addressing an audience!,2025-07-09T19:46:22.476311+00:00
55,55/55_41.jpg,,,goldfish,"Whale, Goldfish, Goldfish, Fish",sea cucumber,80,Looks like a sea cucumber!,2025-07-09T20:57:26.507855+00:00
59,59/59_49.jpg,,,bowling alley,"Bowling, Bouling, Bouling, Bowling alley",Playground,80,Looks like a slide in a playground!,2025-07-09T21:30:47.421742+00:00
59,59/59_50.jpg,,,bowling alley,"Bowling alley, Bouling, ,kjbktuf""vky&ougcuyrf, Fanhh",slope,60,Looks like a slope to me!,2025-07-09T21:53:05.223831+00:00
60,60/60_69.jpg,,,bacon,"Bacon, Bacon",caviar,34,The scribbles look like a jar of caviar!,2025-07-09T22:12:04.18725+00:00
55,55/55_42.jpg,,,gorilla,"Big foot, Gorrila, Gorilla",snowman,55,It looks like a snowman with arms and legs!,2025-07-13T18:16:42.337521+00:00
71,71/71_29.jpg,,,Pikmin,"Crazy man, Minecraft, Pikmin, Party person",Flappy Bird,60,The bird-like figure reminds me of Flappy Bird.,2025-07-09T22:45:32.147295+00:00
55,55/55_43.jpg,,,Stick insect,"Horse, Giraffe, Stick insect, Stick insect",camel,55,It looks like a camel without the humps!,2025-07-10T19:15:41.741528+00:00
61,61/61_40.jpg,,,boomerang,"Boomerang of death, Boomerang, Boomerang, Boomerang",banana,45,It looks like a banana with some weird stuff around it.,2025-07-10T19:32:24.172832+00:00
60,60/60_70.jpg,,,pickle,"Pickle, Hotdog",bubble tea,82,It looks like a cup with bubbles inside!,2025-07-10T21:32:48.413073+00:00
59,59/59_51.jpg,,,bowling alley,"Farm, Bowling alley, Bowling lanes",Jail,75,Looks like a jail cell to me!,2025-07-10T23:51:32.288717+00:00
64,64/64_10.jpg,,,Disney,Disney,Burger King,4,"The shape is like the top of a burger, maybe?",2025-07-11T01:28:56.452578+00:00
55,55/55_44.jpg,,,raccoon,"Raccoon, Asians",tadpole,60,Looks like a tadpole swimming in a pond!,2025-07-11T01:37:33.912274+00:00
69,69/69_6.jpg,,,telescope,"Telescope, Meteor shower, Planetarium, Big bang",space exploration,56,It evokes a sense of venturing into the unknown depths of space!,2025-07-11T01:57:57.100239+00:00
56,56/56_29.jpg,,,eating,"Eating, Eating, Eating, Eating",showing,89,"The hand is clearly indicating something, like a magician's reveal!",2025-07-11T02:01:43.813988+00:00
60,60/60_71.jpg,,,french fries,"Mcdonalds french fries, French fries",juice,80,It looks like a glass of juice with some leaves as decoration.,2025-07-09T22:36:22.278002+00:00
60,60/60_72.jpg,,,chocolate,"Chocolate bar, Chocolate bar, Chocolate, Chocolate",pancake,67,Looks like a stack of pancakes with a bite taken out!,2025-07-11T04:57:40.587461+00:00
60,60/60_73.jpg,,,cheese,"Pizza, Chesse, Cheese, Rock",beans,82,Looks like a bowl of beans. I wonder what kind of beans they are!,2025-07-11T18:58:22.071255+00:00
56,56/56_30.jpg,,,dreaming,"Desk, Dreaming, Dream, Dreaming",studying,32,School is a place to study!,2025-07-11T19:18:41.048083+00:00
72,72/72_30.jpg,,,King Kong,"Chicken little, Kingkong, Chicken little, King kong",Skull,85,It looks like a skull!,2025-07-11T19:59:47.105183+00:00
65,65/65_25.jpg,,,Spain,"Vampire bunny, Spain, Bunny, Vampire bunny",New Zealand,89,The bunny looks like it's ready to bungee jump!,2025-07-11T20:25:47.654231+00:00
72,72/72_31.jpg,,,King Kong,"Emorje, Done!, King kong, Mincraft person",Beetlejuice,45,The wild hair and crazy expression remind me of Beetlejuice!,2025-07-11T20:44:42.955439+00:00
55,55/55_45.jpg,,,shrimp,"T, Shrimp, Alien, Banana slug",sea slug,75,It looks like a sea slug with its rhinophores.,2025-07-11T21:05:54.328243+00:00
55,55/55_46.jpg,,,cheetah,"Cheetah, Cheeta, Cow, Cow",calf,70,It looks like a baby cow!,2025-07-19T22:08:48.668772+00:00
60,60/60_74.jpg,,,chocolate,"Coffee, Hot chocolate, Chocolate, Tea",hot chocolate,80,It looks like a cup of hot chocolate with some chocolate sprinkles.,2025-07-11T04:34:46.576158+00:00
56,56/56_31.jpg,,,camping,"Camping, Lake, Camping",curling,88,Looks like someone curling up in bed. Time for sleepy time!,2025-07-11T23:08:06.802002+00:00
60,60/60_75.jpg,,,coconut,"Flower, Coconut, Coconut",cotton candy,82,The fluffy top looks like a cloud of cotton candy!,2025-07-11T23:30:14.690986+00:00
60,60/60_76.jpg,,,bacon,"Coke, Potato, Fries, Bacon",sauce,89,"It looks like a container of sauce, maybe for dipping!",2025-07-12T17:48:50.659431+00:00
59,59/59_52.jpg,,,lake,"Lake, Lake, Garden",arboretum,85,It looks like an arboretum with trees and a happy face.,2025-07-12T18:12:17.599141+00:00
60,60/60_77.jpg,,,pizza,"Pizzzzzzzzzaaaaaaaaaa, Pizza, What, Cheese",pastry,60,Looks like a delicious pastry with some cream filling!,2025-07-12T18:47:49.078267+00:00
57,57/57_40.jpg,,,miner,"Miner, Mom, Miner, Miner",performer,85,The drawing looks like someone putting on a show!,2025-07-12T19:59:14.124746+00:00
67,67/67_6.jpg,,,Cycling,"Biking, Biking, Cycling, Cycaling",Wrestling,82,Looks like a wrestler getting ready for a takedown!,2025-07-12T20:02:21.564316+00:00
61,61/61_41.jpg,,,teapot,"Teapot, Tea pot, Teapot, Teapot",heater,60,"The drawing looks like something that gets hot, like a heater!",2025-07-12T22:21:48.849146+00:00
72,72/72_32.jpg,,,Moana,"Toystory, Moana, Stickman",Stickman,88,It's literally a stickman!,2025-07-12T22:23:55.017139+00:00
57,57/57_41.jpg,,,witch,"Cowboy, Witch, Sad cowboy",rancher,70,Looks like a rancher with a hat and lasso!,2025-07-12T23:57:20.360857+00:00
61,61/61_42.jpg,,,key,"Wheel, Fish, Key, K",fishing rod,60,Looks like a fishing rod to me! Time to catch some fish!,2025-07-11T22:17:31.817148+00:00
56,56/56_32.jpg,,,pinching,"Pinching, Pinching",shaking hands,80,Looks like they are shaking hands.,2025-07-13T20:01:06.845529+00:00
60,60/60_78.jpg,,,ramen,"Spagetti, Mashed potatos, Ramen",crepe,88,Looks like a crepe with a mountain of filling!,2025-07-13T20:06:50.346331+00:00
60,60/60_79.jpg,,,rice,"Rice, Rice, Rice",oatmeal,60,It looks like a bowl of oatmeal with toppings.,2025-07-13T21:11:36.64698+00:00
71,71/71_30.jpg,,,Space Invaders,"Pillow, Roblox, Space invaders",Terraria,30,The drawing reminds me of a world with blocks and monsters!,2025-07-13T21:39:21.779262+00:00
60,60/60_80.jpg,,,spaghetti,"Wheel, Forkinomelet, Spaghetti",guacamole,70,It looks like a bowl of guacamole.,2025-07-13T22:22:44.946285+00:00
57,57/57_42.jpg,,,diver,"Diver, Student, Student",traveler,80,"A traveler with a backpack, ready for adventure! Where are they headed?",2025-07-13T23:15:48.986013+00:00
59,59/59_53.jpg,,,sewer,"Sewer, Sewer",roadside,88,Looks like a car on the roadside.,2025-07-14T17:57:03.669865+00:00
61,61/61_43.jpg,,,eraser,"Earaser, Eraser",sparkler,92,It looks like a sparkler!,2025-07-14T18:49:07.021234+00:00
59,59/59_54.jpg,,,volcano,"Volcano erupting, Volcano, Volcano, Volcano",spiderweb,71,Looks like a spiderweb with something caught in the middle!,2025-07-14T20:33:54.963922+00:00
61,61/61_44.jpg,,,spoon,"Yo yo, Swing, Tadpole , Spoon",fishing bobber,75,It looks like a fishing bobber floating on the water!,2025-07-15T18:16:37.667886+00:00
65,65/65_26.jpg,,,Cambodia,"Cambodia, Stick man, Cambodia, Stick man",Korea,89,The stick figure looks like it's doing a traditional Korean dance. Perhaps?,2025-07-15T20:44:34.697595+00:00
64,64/64_11.jpg,,,Amazon,"Non mais serieux c quoi ça, Amozon, Amazon",Swiffer,80,The swirl looks like the motion of a Swiffer cleaning.,2025-07-15T22:45:10.546009+00:00
61,61/61_45.jpg,,,phone,"Phone, Phone, Phone, Phone",window,34,It looks like a window with some shapes outside.,2025-07-15T22:46:56.956141+00:00
55,55/55_47.jpg,,,tiger,Tiger,sheep,82,Looks like a fluffy sheep with stick legs!,2025-07-15T23:54:09.352693+00:00
55,55/55_48.jpg,,,caterpillar,"Caterpillar, Caterpilar, Catterpiller, Caterpilar",stick insect,89,The stick figure is actually a stick insect disguised as a person!,2025-07-16T17:34:09.224843+00:00
61,61/61_46.jpg,,,vacuum,Vacuum,golf club,70,Looks like a golf club hitting a ball,2025-07-16T18:41:40.481981+00:00
60,60/60_81.jpg,,,sushi," Uoop, Pizza, Sushi, Eye balls",walnut,82,It looks like a walnut!,2025-07-16T19:45:37.363659+00:00
55,55/55_49.jpg,,,pelican,"Bird, Bird, Pelican, Pelican",bird,82,It looks like a generic bird.,2025-07-16T21:34:42.287071+00:00
60,60/60_82.jpg,,,cupcake,"Cupcake, Cupcake, Cupcake, Cupcake",latte,80,Maybe it's a latte with some fancy art on top?,2025-07-17T17:20:02.299074+00:00
60,60/60_83.jpg,,,cherry,"Coke, Cherry, Coca cola, Cherry",cola,95,Looks like they are trying to spell out cola,2025-07-17T17:22:24.240068+00:00
60,60/60_84.jpg,,,hot dog,"Hot dog, Hot dog, Hot dog",mango,55,"It looks like a mango. A very abstract mango, indeed.",2025-07-17T18:51:56.260858+00:00
65,65/65_27.jpg,,,Portugal,"Portugal, America, Pooooooop",Korea,9,"The hand looks like it's holding a fan, ready to cool off!",2025-07-17T19:35:21.349112+00:00
61,61/61_47.jpg,,,diamond,"Diamond, Dimend, Gold, Ender dragon egg",game console,70,"It looks like a game console, maybe a really old one?",2025-07-17T22:03:09.557402+00:00
55,55/55_50.jpg,,,cheetah,"..., Cheetah, A girl",gnat,60,Looks like a gnat buzzing around!,2025-07-19T22:54:56.043+00:00
57,57/57_43.jpg,,,dentist,"Dentist, A dentist, Stick figure, Dentist",performer,80,"The figure is holding props, like a performer!",2025-07-16T21:26:01.725001+00:00
65,65/65_28.jpg,,,South Africa,"South africa, South africa, South africa",Korea,15,"The shape looks like a peninsula, so maybe it's a country in East Asia?",2025-07-18T02:40:38.237773+00:00
55,55/55_51.jpg,,,goldfish,"Cat, Cat, Goldfish, Catfish",kitten,80,It looks like a kitten!,2025-07-18T03:57:36.158463+00:00
68,68/68_15.jpg,,,Buddhism,"Buddhism, ¿, Scribble",Suppression,82,Looks like someone is trying to keep something down!,2025-07-18T20:39:05.744882+00:00
60,60/60_85.jpg,,,peach,"Peach, Apple, French fries, Peach",fruit,56,It looks like a generic fruit.,2025-07-18T20:46:03.890009+00:00
61,61/61_48.jpg,,,axe,"Umbrella, Axe, Plant, Umbrella",parasol,77,"It looks like a fancy umbrella, so maybe it's a parasol!",2025-07-18T21:00:57.4487+00:00
61,61/61_49.jpg,,,eraser,"Eraser, Trahs can, Eraser, Cheese",glass,70,It looks like a glass!,2025-07-17T23:55:23.452646+00:00
57,57/57_44.jpg,,,diver,"Pilot, Diver, Teacher",warrior,60,Looks like a warrior with a weapon.,2025-07-18T22:03:49.578945+00:00
55,55/55_52.jpg,,,fly,"Fly, Fly🪰🪰, A fly, Insect",bunny,80,"Looks like a bunny with floppy ears! Hop, hop, hop!",2025-07-18T22:06:46.570093+00:00
65,65/65_29.jpg,,,Italy,"Italy, Fla, Italy",Bulgaria,9,"R/W/G could be a hint to Bulgaria's flag colors, perhaps?",2025-07-18T22:57:50.384767+00:00
55,55/55_53.jpg,,,squid,"Jellyfish, Squid, Jelly fish",kiwi,80,The shape and the face remind me of a kiwi bird!,2025-07-18T23:03:34.835432+00:00
55,55/55_54.jpg,,,cockroach,"Cockroach, Bug, Cockroach, Beatle",tick,80,It looks like a tick with its round body and legs. Is it hiding in the grass?,2025-07-18T23:12:09.920544+00:00
55,55/55_55.jpg,,,cockroach,"Ladybug, Cockroach, Tik, Tic",tick,80,It looks like a tick!,2025-07-18T23:29:02.559175+00:00
60,60/60_86.jpg,,,popcorn,Popcorn,fruit salad,80,A mix of different fruits all chopped up!,2025-07-19T00:04:09.167515+00:00
55,55/55_56.jpg,,,penguin,"Penguin, Penguin",ladybug,72,The circles could be the spots on a ladybug's back!,2025-07-19T16:55:46.778323+00:00
57,57/57_45.jpg,,,composer,"Composer, Human getting burned from tsar bomba, Spy poo, Squiggles",illusionist,70,It looks like an illusionist trying to make something disappear!,2025-07-19T20:01:42.845941+00:00
59,59/59_55.jpg,,,sewer,"Suwer, Sewer, Island, A bridge to a pool",water tower,75,Looks like a water tower standing tall above the ground.,2025-07-19T20:38:40.104329+00:00
59,59/59_56.jpg,,,lake,"Pond, Park, Lake",field,50,It looks like a field with some trees.,2025-07-19T21:28:13.570056+00:00
55,55/55_57.jpg,,,grizzly bear,"Grizzly bear, Mouse, Mouse, Mouse",warthog,75,It looks like a warthog with those tusks!,2025-07-18T21:48:54.161955+00:00
60,60/60_87.jpg,,,popcorn,"Popcorn or pizza, Movie, Popcorn, Popcorn",crepes,80,The squiggles on top remind me of crepes.,2025-07-20T18:42:18.249191+00:00
56,56/56_33.jpg,,,eating,"Eating, Banana, Fighting, A person",chatting,80,Looks like they are having a friendly chat!,2025-07-20T19:41:41.481074+00:00
69,69/69_7.jpg,,,AI,"Robot, Ai  robot, Ai, Robot",Observatory,80,It looks like an observatory with a telescope inside!,2025-07-20T19:46:25.574163+00:00
72,72/72_33.jpg,,,Rocky,"Rocky, Superhero, Super Man🦸‍♂️, Elsa",Robocop,34,Looks like a robot cop!,2025-07-20T20:33:31.717111+00:00
71,71/71_31.jpg,,,Portal,"Puzzle, Racing, Portal, Maze",Terraria,82,The spiral reminds me of digging down into the world of Terraria.,2025-07-20T23:16:20.901919+00:00
59,59/59_57.jpg,,,forest,Forest,underwater,60,Looks like an underwater scene with some coral-like structures.,2025-07-21T00:01:15.076746+00:00
66,66/66_1.jpg,,,Golden Temple,"Templ, Golden temple, San francisco, Golden hate bridge",Castle Neuschwanstein,82,"It looks like a fairy tale castle, maybe Castle Neuschwanstein?",2025-07-21T18:28:53.987123+00:00
60,60/60_88.jpg,,,cupcake,"Icecream cone, Cupcake",gelato,79,It looks like a cone of gelato!,2025-07-21T19:22:33.144912+00:00
60,60/60_89.jpg,,,cupcake,Cupcake,fruit basket,66,Looks like a basket with some fruits inside.,2025-07-20T17:43:09.375379+00:00
59,59/59_58.jpg,,,factory,"Factory, Factory, Factory, Chocolate factory",sweet shop,80,That lollipop looks like it came from a sweet shop!,2025-07-22T18:08:41.255921+00:00
65,65/65_30.jpg,,,Indonesia,"A countries, Indoneasau, Indonesia, Peru",Korea,9,The circles remind me of the Korean flag.,2025-07-22T18:31:45.191106+00:00
65,65/65_31.jpg,,,Vietnam,"The carrebian, Vietnam, Vietnam, Jellyfish?",Albania,5,"Looks like Albania, but I'm not too sure!",2025-07-22T19:34:33.516798+00:00
60,60/60_90.jpg,,,pancake,"Pancake, Pancake, Foo, Pancake",ball,80,Looks like a ball!,2025-07-22T19:57:47.313673+00:00
55,55/55_58.jpg,,,cheetah,"Cheetah, Dog, Lepord, Dog",porcupine,75,It looks like a porcupine with its quills!,2025-07-22T21:42:36.600648+00:00
57,57/57_46.jpg,,,butcher,"Steak, Butcher, Chf, Chef",salesman,60,The person is selling something on a table.,2025-07-22T21:53:35.149589+00:00
64,64/64_12.jpg,,,Apple,"Apple, Cherry, Apple",Cherry Republic,88,"It looks like a cherry, so maybe it's Cherry Republic!",2025-07-23T18:14:38.905624+00:00
56,56/56_34.jpg,,,writing,"Writing, Swiming, Water, Waves",waving,80,It looks like someone is waving their hand.,2025-07-23T18:33:50.034475+00:00
59,59/59_59.jpg,,,bowling alley,"Road with ball that looks like phina, Bowling alley, Bowling alley, Bowling",bleachers,80,Looks like bleachers to me!,2025-07-21T21:42:17.956236+00:00
57,57/57_47.jpg,,,drummer,"Teacher, Chef, Kid playing, Drummer",developer,60,Looks like a person developing something with blocks!,2025-07-23T20:26:08.600793+00:00
69,69/69_8.jpg,,,moon,"Moon, Moon, Cheese, Helphelphelp",Generative AI,88,"The text ""image is generated"" strongly suggests generative AI.",2025-07-23T20:48:20.478665+00:00
61,61/61_50.jpg,,,watch,"Watch, Stick man, Stick man, Heuman",sunscreen,45,"It's a sunny day, so maybe the person needs sunscreen!",2025-07-23T22:02:49.667844+00:00
65,65/65_32.jpg,,,Mexico,"Mexico, Mekso, Mexico, Mexico",France,5,The scribble looks like a beret that has been scribbled on!,2025-07-23T23:10:08.456018+00:00
66,66/66_2.jpg,,,White House,"Whitehouse, White house, Whitehouse, Whitehouse",The Wave,40,"It looks like a wave, maybe it's that famous rock formation?",2025-07-23T23:14:13.646597+00:00
71,71/71_32.jpg,,,Portal,"Portal, Portal, Portal, Portal",Orbital,34,It looks like an orbital shape.,2025-07-23T23:38:28.133149+00:00
56,56/56_35.jpg,,,jogging,"Jogging, Running",leaping,80,"The stick figure is in mid-air, like it's taking a big leap forward.",2025-07-23T23:54:22.172705+00:00
57,57/57_48.jpg,,,knight,"Horserider, Knight, KNight time",nomad,75,A nomad traveling under the stars on their trusty camel.,2025-07-24T17:42:46.422401+00:00
59,59/59_60.jpg,,,school,"Gym, School, Restraunt",kitchen,88,Looks like a stove! Must be a kitchen.,2025-07-23T19:08:52.002941+00:00
64,64/64_13.jpg,,,TikTok,"Tiktok?, Dk, Tiktok, Tik tok",SoundCloud,82,"It's a musical note, so maybe a music platform?",2025-07-24T20:19:22.033583+00:00
61,61/61_51.jpg,,,sword,"Jesus, Church, Sword, Im sorry😭",tombstone,85,"Looks like a tombstone on a hill, a place of rest.",2025-07-24T21:39:10.611931+00:00
57,57/57_49.jpg,,,witch,"A weach, Witch",rancher,85,The fence and open land make me think of someone working on a ranch!,2025-07-24T22:02:52.859769+00:00
57,57/57_50.jpg,,,dancer,"Baseball player, Girrafe, Dancer, Chicken",countryman,80,Looks like a person in the countryside with a hat and a stick.,2025-07-24T23:14:27.592799+00:00
58,58/58_5.jpg,,,Infinity,"Infinity, Infinity, Infinity, Infinity",Wave,80,The lines look like a wave.,2025-07-25T00:05:32.080584+00:00
65,65/65_33.jpg,,,Turkey,"Finglevania, Gloveland, Turkey, United states",England,9,"The hand looks like it's holding a cup of tea, maybe from England?",2025-07-25T01:24:58.164004+00:00
68,68/68_16.jpg,,,Thanksgiving,"Thanksgiving, Turkey",Engagement,85,"Looks like a ring being offered, definitely engagement vibes!",2025-07-25T02:34:18.417105+00:00
65,65/65_34.jpg,,,Kenya,"Kenya, Africa",New Zealand,10,"The shape is like a blob, and New Zealand is a blob-shaped country!",2025-07-25T17:22:47.900338+00:00
